,network,name,func,k,bias,numPI,time_PI,ks,time_sym,time_ks,time_cov,ke,tss,correct,timeout,time_sym_std,ks_norm,ke_norm,source,version
15,Apoptosis Network,Apoptosis,01,1,0.5,1,3.266334533691406e-05,,0.0008750438690185546,,,0.0,"[[('0', [], [])], [('1', [], [])]]",True,False,7.191447389090714e-05,,0.0,cc,v0.1.2
16,Apoptosis Network,NFkB,10,1,0.5,1,3.504753112792969e-05,,0.0008687496185302735,,,0.0,"[[('1', [], [])], [('0', [], [])]]",True,False,4.161381674985145e-05,,0.0,cc,v0.1.2
17,Apoptosis Network,PIP3,00010000,3,0.125,3,7.653236389160156e-05,,0.0021726608276367186,,,1.25,"[[('202', [[1, 2]], []), ('122', [], [[1, 2]])], [('011', [], [[1, 2]])]]",True,False,8.747049673390846e-05,,0.4166666666666667,cc,v0.1.2
18,Apoptosis Network,Cas7,01110000,3,0.375,2,6.580352783203125e-05,,0.0017095088958740234,,,1.5625,"[[('200', [], [[1, 2]]), ('122', [], [[1, 2]])], [('021', [[1, 2]], [])]]",True,False,6.887539308459074e-05,,0.5208333333333334,cc,v0.1.2
19,Apoptosis Network,PI3K,01,1,0.5,1,3.3855438232421875e-05,,0.0008280277252197266,,,0.0,"[[('0', [], [])], [('1', [], [])]]",True,False,3.4954798236140576e-05,,0.0,cc,v0.1.2
20,Apoptosis Network,JNKK,0010,2,0.25,2,4.9591064453125e-05,,0.0011555671691894532,,,1.25,"[[('02', [], []), ('21', [], [])], [('10', [], [])]]",True,False,0.00015122215194877245,,0.625,cc,v0.1.2
21,Apoptosis Network,Cas6,0010,2,0.25,2,5.173683166503906e-05,,0.0012120723724365235,,,1.25,"[[('02', [], []), ('21', [], [])], [('10', [], [])]]",True,False,0.00013553372978635417,,0.625,cc,v0.1.2
22,Apoptosis Network,MEKK1,01,1,0.5,1,3.266334533691406e-05,,0.0008971214294433594,,,0.0,"[[('0', [], [])], [('1', [], [])]]",True,False,3.379574738681571e-05,,0.0,cc,v0.1.2
23,Apoptosis Network,TNFR1,01,1,0.5,1,3.5762786865234375e-05,,0.0009450435638427735,,,0.0,"[[('0', [], [])], [('1', [], [])]]",True,False,4.773909214312335e-05,,0.0,cc,v0.1.2
24,Apoptosis Network,NIK,01,1,0.5,1,3.62396240234375e-05,,0.0008991241455078125,,,0.0,"[[('0', [], [])], [('1', [], [])]]",True,False,5.5899349767781044e-05,,0.0,cc,v0.1.2
25,Apoptosis Network,IKK,00101010,3,0.375,2,7.176399230957031e-05,,0.0018435478210449218,,,1.5625,"[[('002', [], [[0, 1]]), ('221', [], [[0, 1]])], [('210', [[0, 1]], [])]]",True,False,0.0002136887934532277,,0.5208333333333334,cc,v0.1.2
26,Apoptosis Network,IkB,0010,2,0.25,2,4.887580871582031e-05,,0.0011921405792236328,,,1.25,"[[('02', [], []), ('21', [], [])], [('10', [], [])]]",True,False,0.00014942964282391256,,0.625,cc,v0.1.2
27,Apoptosis Network,TRAF2,0111,2,0.75,2,4.792213439941406e-05,,0.0015144824981689453,,,1.25,"[[('00', [], [[0, 1]])], [('12', [[0, 1]], [])]]",True,False,5.7547034702429315e-05,,0.625,cc,v0.1.2
28,Apoptosis Network,TRAF,01,1,0.5,1,3.647804260253906e-05,,0.0009118556976318359,,,0.0,"[[('0', [], [])], [('1', [], [])]]",True,False,6.31042410988605e-05,,0.0,cc,v0.1.2
29,Apoptosis Network,AKT,01,1,0.5,1,3.4332275390625e-05,,0.0009212970733642578,,,0.0,"[[('0', [], [])], [('1', [], [])]]",True,False,0.0001002486365260526,,0.0,cc,v0.1.2
30,Apoptosis Network,PIP2,01,1,0.5,1,4.076957702636719e-05,,0.0009252071380615234,,,0.0,"[[('0', [], [])], [('1', [], [])]]",True,False,7.601906012804041e-05,,0.0,cc,v0.1.2
31,Apoptosis Network,GFR,01,1,0.5,1,3.409385681152344e-05,,0.0008661270141601563,,,0.0,"[[('0', [], [])], [('1', [], [])]]",True,False,2.3411393371666895e-05,,0.0,cc,v0.1.2
32,Apoptosis Network,A20,01,1,0.5,1,3.528594970703125e-05,,0.0008770942687988282,,,0.0,"[[('0', [], [])], [('1', [], [])]]",True,False,3.759956993614232e-05,,0.0,cc,v0.1.2
33,Apoptosis Network,RIP,01,1,0.5,1,4.029273986816406e-05,,0.0008803844451904297,,,0.0,"[[('0', [], [])], [('1', [], [])]]",True,False,4.379525409929609e-05,,0.0,cc,v0.1.2
34,Apoptosis Network,BID,0000001000100010,4,0.1875,3,0.00015091896057128906,,0.002880573272705078,,,1.5208333333333335,"[[('2221', [], [[0, 1, 2]]), ('0022', [], [[0, 1], [2, 3]]), ('2202', [], [[0, 1, 3]])], [('2110', [[0, 1]], [])]]",True,False,0.00043932234267594005,,0.38020833333333337,cc,v0.1.2
35,Apoptosis Network,Cas9,0000100010001000,4,0.1875,3,0.0001456737518310547,,0.0029107093811035155,,,1.5208333333333335,"[[('2212', [[2, 3]], [[0, 1]]), ('0022', [], [[0, 1], [2, 3]])], [('1200', [[0, 1]], [[0, 1]])]]",True,False,0.00011661428776169355,,0.38020833333333337,cc,v0.1.2
36,Apoptosis Network,BclX,00100000,3,0.125,3,0.0001392364501953125,,0.002237081527709961,,,1.25,"[[('221', [[0, 2]], []), ('202', [], [[0, 2]])], [('010', [], [[0, 2]])]]",True,False,4.585750660548195e-05,,0.4166666666666667,cc,v0.1.2
37,Apoptosis Network,DNADamageEvent,01,1,0.5,1,4.00543212890625e-05,,0.0008940219879150391,,,0.0,"[[('0', [], [])], [('1', [], [])]]",True,False,5.399397083698374e-05,,0.0,cc,v0.1.2
38,Apoptosis Network,BAD,0010,2,0.25,2,4.9114227294921875e-05,,0.0011176109313964845,,,1.25,"[[('02', [], []), ('21', [], [])], [('10', [], [])]]",True,False,2.538485057325818e-05,,0.625,cc,v0.1.2
39,Apoptosis Network,TNF,01,1,0.5,1,3.5762786865234375e-05,,0.0008781909942626953,,,0.0,"[[('0', [], [])], [('1', [], [])]]",True,False,4.610909300002467e-05,,0.0,cc,v0.1.2
40,Apoptosis Network,GF,01,1,0.5,1,4.220008850097656e-05,,0.0008902072906494141,,,0.0,"[[('0', [], [])], [('1', [], [])]]",True,False,3.49305269372005e-05,,0.0,cc,v0.1.2
41,Arabidopsis thaliana Cell Cycle,MYB77,0101000101010000,4,0.3125,3,0.00013947486877441406,,0.0023405075073242186,,,1.6979166666666665,"[[('2102', [], [[0, 3]]), ('1122', [], [[0, 1], [2, 3]]), ('2220', [], [[0, 1, 2]])], [('2021', [], [[0, 2]]), ('0211', [], [[2, 3]])]]",True,False,6.5158257918131e-05,,0.42447916666666663,cc,v0.1.2
42,Arabidopsis thaliana Cell Cycle,KRP1,00001111000011101111111111101110,5,0.65625,6,0.00030684471130371094,,0.003454160690307617,,,2.109375,"[[('21211', [], [[0, 2], [1, 3, 4]]), ('02022', [], [[0, 2], [1, 3, 4]])], [('12202', [[0, 2], [1, 3, 4]], [[0, 2, 3]])]]",True,False,6.107954556874569e-05,,0.421875,cc,v0.1.2
43,Arabidopsis thaliana Cell Cycle,CYCB1;1,0111000000110000011100000011000000110000001100000111000000110000011100000011000001110000001100000011000000110000001100000011000011110000111100001111000011110000111100001111000011110000111100001111000011110000111100001111000011110000111100001111000011110000,8,0.39453125,5,0.010822296142578125,,0.01340312957763672,,,1.8922526041666679,"[[('02102202', [], [[0, 3, 6], [1, 4, 5, 7]]), ('02221202', [], [[0, 6], [1, 2, 3, 5, 7]]), ('22222122', [], [[0, 1, 2, 3, 4, 6, 7]]), ('02222200', [], [[0, 6, 7], [1, 2, 3, 4, 5]]), ('01122202', [], [[0, 6], [1, 2], [3, 4, 5, 7]])], [('12222022', [[0, 6]], [[0, 1]]), ('22020021', [], [[0, 1, 3, 6], [2, 4, 5]]), ('20210021', [], [[0, 2, 6], [1, 4, 5], [3, 7]])]]",True,False,0.0002381453092430358,,0.23653157552083348,cc,v0.1.2
44,Arabidopsis thaliana Cell Cycle,E2Fe,1101110111001101110111011100110011111111111111111111111111111111,6,0.828125,4,0.002500772476196289,,0.005568647384643554,,,1.665364583333334,"[[('021012', [], [[0, 3], [1, 5], [2, 4]]), ('011212', [], [[1, 2, 4], [3, 5]]), ('022210', [], [[0, 5], [1, 2, 3]])], [('220221', [], [[0, 1, 3, 4]]), ('222202', [], [[0, 1, 2, 3, 5]]), ('202121', [], [[0, 2, 4], [3, 5]]), ('122222', [], [[1, 2, 3, 4, 5]])]]",True,False,0.0011378173785184845,,0.277560763888889,cc,v0.1.2
45,Arabidopsis thaliana Cell Cycle,RBR,01110000010100000111011101010101,5,0.46875,4,0.00024700164794921875,,0.0053214550018310545,,,2.140625,"[[('02122', [[0, 4], [1, 2]], [[0, 1]]), ('22200', [], [[0, 1, 2], [3, 4]])], [('22021', [], [[0, 1, 3]]), ('10212', [], [[0, 3], [2, 4]]), ('20012', [], [[0, 4], [1, 2]]), ('12221', [], [[0, 4], [1, 2, 3]])]]",False,False,0.0005062127930768684,,0.428125,cc,v0.1.2
46,Arabidopsis thaliana Cell Cycle,CYCD3;1,10,1,0.5,1,2.9087066650390625e-05,,0.0007875919342041016,,,0.0,"[[('1', [], [])], [('0', [], [])]]",True,False,3.752244898900609e-05,,0.0,cc,v0.1.2
47,Arabidopsis thaliana Cell Cycle,E2Fa,1110000011101110,4,0.5625,4,0.00011539459228515625,,0.0036652088165283203,,,2.0,"[[('2211', [], [[0, 1], [2, 3]]), ('0122', [], [[2, 3]])], [('2002', [[2, 3]], []), ('1220', [[2, 3]], [])]]",True,False,9.107739512225347e-05,,0.5,cc,v0.1.2
48,Arabidopsis thaliana Cell Cycle,SCF,0111000001110000001100000111000001110000011100000011000000110000,6,0.328125,4,0.0009412765502929688,,0.005246114730834961,,,1.87109375,"[[('222200', [], [[0, 1, 2, 3], [4, 5]]), ('222122', [], [[0, 1, 2, 4, 5]]), ('210202', [], [[0, 3, 5], [2, 4]]), ('112202', [], [[0, 1], [2, 3, 5]])], [('222012', [], [[0, 1, 2, 5]]), ('202021', [], [[0, 2, 4], [1, 3]]), ('021021', [], [[0, 3], [1, 4], [2, 5]])]]",True,False,0.0001676093395844188,,0.3118489583333333,cc,v0.1.2
49,Arabidopsis thaliana Cell Cycle,E2Fc,0101111101001100010101010100010001011111010111110101010101010101,6,0.546875,6,0.0007266998291015625,,0.015153837203979493,,,2.263020833333333,"[[('212220', [], [[0, 2, 3, 4]]), ('222020', [], [[0, 1, 2, 4], [3, 5]]), ('021212', [], [[1, 3, 5], [2, 4]])], [('222201', [[2, 4]], [[0, 1]]), ('202102', [[2, 4]], []), ('122221', [], [[0, 5], [1, 2, 3, 4]]), ('102122', [], [[0, 3], [2, 4, 5]])]]",True,False,0.0002802313762966892,,0.37717013888888884,cc,v0.1.2
50,Arabidopsis thaliana Cell Cycle,APC/C,01110101000000001111111100000000,5,0.40625,3,0.0005338191986083984,,0.0033614635467529297,,,1.770833333333333,"[[('02120', [], [[0, 4], [1, 3]]), ('02200', [], [[0, 3, 4], [1, 2]]), ('21222', [], [[0, 2, 3, 4]])], [('20221', [[0, 4]], []), ('20012', [], [[0, 4], [1, 2]])]]",True,False,0.00048462318906966764,,0.35416666666666663,cc,v0.1.2
51,Arabidopsis thaliana Cell Cycle,MYB3R1/4,0001000011111111,4,0.5625,3,0.00011563301086425781,,0.0022876739501953127,,,1.625,"[[('0202', [[2, 3]], []), ('0122', [], [[2, 3]])], [('2011', [], [[2, 3]]), ('1222', [], [[1, 2, 3]])]]",True,False,0.00015193624227420897,,0.40625,cc,v0.1.2
52,Arabidopsis thaliana Cell Cycle,CYCA2;3,01001100,3,0.375,2,6.365776062011719e-05,,0.0017059803009033202,,,1.5625,"[[('212', [], [[0, 2]]), ('020', [], [[0, 2]])], [('201', [[0, 2]], [])]]",True,False,0.00025291406910498185,,0.5208333333333334,cc,v0.1.2
53,Arabidopsis thaliana Cell Cycle,E2Fb,0100,2,0.25,2,4.744529724121094e-05,,0.001159811019897461,,,1.25,"[[('12', [], []), ('20', [], [])], [('01', [], [])]]",True,False,0.00015150269916826295,,0.625,cc,v0.1.2
54,Arabidopsis thaliana Cell Cycle,CDKB1;1,01110011011100110011001101110011011100110111001100110011001100111111111111111111111111111111111111111111111111111111111111111111,7,0.7890625,4,0.0035250186920166016,,0.01009068489074707,,,1.6998697916666679,"[[('0210202', [], [[0, 3, 5], [1, 4, 6]]), ('0222200', [], [[0, 5, 6], [1, 2, 3, 4]]), ('0112202', [], [[0, 5], [1, 2], [3, 4, 6]]), ('0222102', [], [[0, 5], [1, 2, 3, 6]])], [('1222222', [[0, 5]], [[0, 1]]), ('2202021', [], [[0, 1, 3, 5], [2, 4]]), ('2021021', [], [[0, 2, 5], [1, 4], [3, 6]])]]",True,False,0.0012844361762395827,,0.24283854166666682,cc,v0.1.2
55,Aurora Kinase A in Neuroblastoma,PP2A,0100,2,0.25,2,4.172325134277344e-05,,0.0010225772857666016,,,1.25,"[[('12', [], []), ('20', [], [])], [('01', [], [])]]",True,False,8.6807022699588e-05,,0.625,cc,v0.1.2
56,Aurora Kinase A in Neuroblastoma,STMN,10,1,0.5,1,3.218650817871094e-05,,0.0008327484130859375,,,0.0,"[[('1', [], [])], [('0', [], [])]]",True,False,7.764710046336117e-05,,0.0,cc,v0.1.2
57,Aurora Kinase A in Neuroblastoma,CDC25B,00101010,3,0.375,2,7.033348083496094e-05,,0.0017464637756347656,,,1.5625,"[[('002', [], [[0, 1]]), ('221', [], [[0, 1]])], [('210', [[0, 1]], [])]]",True,False,0.0002597870104791281,,0.5208333333333334,cc,v0.1.2
58,Aurora Kinase A in Neuroblastoma,CentrosomeMat,0010,2,0.25,2,4.673004150390625e-05,,0.0011094093322753906,,,1.25,"[[('02', [], []), ('21', [], [])], [('10', [], [])]]",True,False,0.00013279237678562,,0.625,cc,v0.1.2
59,Aurora Kinase A in Neuroblastoma,PLK1,01010111111111110000001111111111,5,0.71875,4,0.00031495094299316406,,0.005421352386474609,,,1.895833333333333,"[[('20020', [[2, 3]], [[0, 1]]), ('10202', [[2, 3]], [])], [('02221', [], [[1, 2, 3]]), ('21222', [], [[0, 2, 3, 4]]), ('22112', [], [[0, 1, 4], [2, 3]])]]",True,False,0.0012515249896325397,,0.3791666666666666,cc,v0.1.2
60,Aurora Kinase A in Neuroblastoma,CDK1CCNBComplex,1000110011001100,4,0.4375,3,0.00020122528076171875,,0.0028079986572265626,,,1.625,"[[('2212', [], [[0, 1, 3]]), ('0021', [], [[0, 1]])], [('2102', [[0, 1]], []), ('2200', [], [[0, 1], [2, 3]])]]",True,False,0.00044504940623111135,,0.40625,cc,v0.1.2
61,Aurora Kinase A in Neuroblastoma,hCPEB,01,1,0.5,1,3.314018249511719e-05,,0.0008646965026855469,,,0.0,"[[('0', [], [])], [('1', [], [])]]",True,False,8.883252297167004e-05,,0.0,cc,v0.1.2
62,Aurora Kinase A in Neuroblastoma,TPX2,01,1,0.5,1,3.4809112548828125e-05,,0.0008542060852050782,,,0.0,"[[('0', [], [])], [('1', [], [])]]",True,False,8.63472178114245e-05,,0.0,cc,v0.1.2
63,Aurora Kinase A in Neuroblastoma,AURKAActive,00000001000000010001000100010001000000010000000000010001000000000011001100110011001100110011001100110011000000000011001100000000,7,0.2578125,6,0.0033533573150634766,,0.023917531967163085,,,2.065104166666665,"[[('2222202', [], [[0, 1, 2, 3, 4, 6]]), ('0202022', [], [[0, 2, 4], [1, 3, 5, 6]]), ('0222220', [], [[0, 6], [1, 2, 3, 4, 5]]), ('2121222', [], [[0, 2, 4, 5, 6], [1, 3]])], [('2220111', [[1, 3], [2, 4]], [[0, 1]]), ('1220212', [[1, 3]], [])]]",True,False,0.0032250934109954955,,0.29501488095238076,cc,v0.1.2
64,Aurora Kinase A in Neuroblastoma,NEDD9,01,1,0.5,1,2.7894973754882812e-05,,0.0007032394409179687,,,0.0,"[[('0', [], [])], [('1', [], [])]]",True,False,2.9986423250003195e-05,,0.0,cc,v0.1.2
65,Aurora Kinase A in Neuroblastoma,ENSA,01,1,0.5,1,3.218650817871094e-05,,0.0008261680603027343,,,0.0,"[[('0', [], [])], [('1', [], [])]]",True,False,8.074211945832802e-05,,0.0,cc,v0.1.2
66,Aurora Kinase A in Neuroblastoma,Cytokinesis,0100,2,0.25,2,4.673004150390625e-05,,0.0011306285858154296,,,1.25,"[[('12', [], []), ('20', [], [])], [('01', [], [])]]",True,False,0.00014296707225783147,,0.625,cc,v0.1.2
67,Aurora Kinase A in Neuroblastoma,PP1,10000000,3,0.125,3,6.842613220214844e-05,,0.0021637916564941407,,,1.25,"[[('212', [[0, 1, 2]], [[0, 2]])], [('000', [], [[0, 1, 2]])]]",True,False,0.00045451663191486047,,0.4166666666666667,cc,v0.1.2
68,Aurora Kinase A in Neuroblastoma,MT,10,1,0.5,1,3.266334533691406e-05,,0.0008449077606201172,,,0.0,"[[('1', [], [])], [('0', [], [])]]",True,False,9.904211964387368e-05,,0.0,cc,v0.1.2
69,Aurora Kinase A in Neuroblastoma,SpindleAssembly,0010,2,0.25,2,4.744529724121094e-05,,0.0011138916015625,,,1.25,"[[('02', [], []), ('21', [], [])], [('10', [], [])]]",True,False,0.0001290972651714228,,0.625,cc,v0.1.2
70,Aurora Kinase A in Neuroblastoma,WEE1,10,1,0.5,1,3.337860107421875e-05,,0.0008481502532958985,,,0.0,"[[('1', [], [])], [('0', [], [])]]",True,False,7.239553360251095e-05,,0.0,cc,v0.1.2
71,Aurora Kinase A in Neuroblastoma,BORA,01010100,3,0.375,2,6.842613220214844e-05,,0.0016681194305419923,,,1.5625,"[[('220', [], [[0, 1]]), ('112', [], [[0, 1]])], [('021', [[0, 1]], [])]]",True,False,0.00010027417205095035,,0.5208333333333334,cc,v0.1.2
72,Aurora Kinase A in Neuroblastoma,AURKAPresent,10,1,0.5,1,3.8623809814453125e-05,,0.0009003639221191406,,,0.0,"[[('1', [], [])], [('0', [], [])]]",True,False,0.00011277320772442807,,0.0,cc,v0.1.2
73,Aurora Kinase A in Neuroblastoma,GWL_MASTL,0100,2,0.25,2,4.7206878662109375e-05,,0.0011519908905029297,,,1.25,"[[('12', [], []), ('20', [], [])], [('01', [], [])]]",True,False,9.072325375732825e-05,,0.625,cc,v0.1.2
74,Aurora Kinase A in Neuroblastoma,AJUBA,01,1,0.5,1,3.3855438232421875e-05,,0.0008557319641113281,,,0.0,"[[('0', [], [])], [('1', [], [])]]",True,False,7.940897917352745e-05,,0.0,cc,v0.1.2
75,Aurora Kinase A in Neuroblastoma,GSK3B,01,1,0.5,1,4.00543212890625e-05,,0.0008975505828857422,,,0.0,"[[('0', [], [])], [('1', [], [])]]",True,False,0.00010786691017949747,,0.0,cc,v0.1.2
76,Aurora Kinase A in Neuroblastoma,MTCanAct,01,1,0.5,1,3.361701965332031e-05,,0.0008737564086914063,,,0.0,"[[('0', [], [])], [('1', [], [])]]",True,False,8.820036175923047e-05,,0.0,cc,v0.1.2
77,Aurora Kinase A in Neuroblastoma,STMNCanAct,01,1,0.5,1,3.4332275390625e-05,,0.0008362770080566406,,,0.0,"[[('0', [], [])], [('1', [], [])]]",True,False,3.7233196768447274e-05,,0.0,cc,v0.1.2
78,B bronchiseptica and T retortaeformis coinfection,NE_Bacterium,01,1,0.5,1,3.910064697265625e-05,,0.000830698013305664,,,0.0,"[[('0', [], [])], [('1', [], [])]]",True,False,4.078209556547612e-05,,0.0,cc,v0.1.2
79,B bronchiseptica and T retortaeformis coinfection,Th2II_TRetortaeformis,00000010,3,0.125,3,7.557868957519531e-05,,0.0022228240966796877,,,1.25,"[[('202', [[0, 1]], []), ('221', [], [[0, 1]])], [('110', [], [[0, 1]])]]",True,False,0.0001575795237052138,,0.4166666666666667,cc,v0.1.2
80,B bronchiseptica and T retortaeformis coinfection,Th2II_Bacterium,00000010,3,0.125,3,8.082389831542969e-05,,0.0022215843200683594,,,1.25,"[[('202', [[0, 1]], []), ('221', [], [[0, 1]])], [('110', [], [[0, 1]])]]",True,False,0.00014933234982351752,,0.4166666666666667,cc,v0.1.2
81,B bronchiseptica and T retortaeformis coinfection,MPI_Bacterium,00000111,3,0.375,2,6.818771362304688e-05,,0.001970052719116211,,,1.5625,"[[('200', [], [[1, 2]]), ('022', [], [[1, 2]])], [('121', [[1, 2]], [])]]",True,False,0.00028145254188388354,,0.5208333333333334,cc,v0.1.2
82,B bronchiseptica and T retortaeformis coinfection,TTSSII,01,1,0.5,1,3.3855438232421875e-05,,0.0010912895202636718,,,0.0,"[[('0', [], [])], [('1', [], [])]]",True,False,0.00040703682322779984,,0.0,cc,v0.1.2
83,B bronchiseptica and T retortaeformis coinfection,Th1II_Bacterium,00000001,3,0.125,3,7.176399230957031e-05,,0.0019997119903564452,,,1.25,"[[('202', [[0, 1, 2]], [[0, 2]])], [('111', [], [[0, 1, 2]])]]",True,False,0.0002937074053621899,,0.4166666666666667,cc,v0.1.2
84,B bronchiseptica and T retortaeformis coinfection,IgA_Bacterium,00010011,3,0.375,2,9.059906005859375e-05,,0.0017919540405273438,,,1.5625,"[[('202', [], [[0, 2]]), ('020', [], [[0, 2]])], [('211', [[0, 2]], [])]]",True,False,4.0177881305225275e-05,,0.5208333333333334,cc,v0.1.2
85,B bronchiseptica and T retortaeformis coinfection,Th2I_Bacterium,01,1,0.5,1,3.218650817871094e-05,,0.0008559226989746094,,,0.0,"[[('0', [], [])], [('1', [], [])]]",True,False,2.933885688170968e-05,,0.0,cc,v0.1.2
86,B bronchiseptica and T retortaeformis coinfection,Oag,01,1,0.5,1,3.600120544433594e-05,,0.0008542537689208984,,,0.0,"[[('0', [], [])], [('1', [], [])]]",True,False,3.3320307919071784e-05,,0.0,cc,v0.1.2
87,B bronchiseptica and T retortaeformis coinfection,IL10I_Bacterium,0011011111111111,4,0.8125,3,0.00013303756713867188,,0.0030934810638427734,,,1.520833333333333,"[[('0002', [[1, 3]], [[0, 1]])], [('2212', [[0, 2]], [[0, 1]]), ('2121', [], [[0, 2], [1, 3]])]]",True,False,0.000346694718982828,,0.38020833333333326,cc,v0.1.2
88,B bronchiseptica and T retortaeformis coinfection,TNE,0111,2,0.75,2,4.5299530029296875e-05,,0.00147247314453125,,,1.25,"[[('00', [], [[0, 1]])], [('12', [[0, 1]], [])]]",True,False,6.41818209513994e-05,,0.625,cc,v0.1.2
89,B bronchiseptica and T retortaeformis coinfection,TrII,00000001,3,0.125,3,7.009506225585938e-05,,0.0020771026611328125,,,1.25,"[[('202', [[0, 1, 2]], [[0, 2]])], [('111', [], [[0, 1, 2]])]]",True,False,0.00038842286803362423,,0.4166666666666667,cc,v0.1.2
90,B bronchiseptica and T retortaeformis coinfection,Th1II_TRetortaeformis,00000001,3,0.125,3,7.009506225585938e-05,,0.001929330825805664,,,1.25,"[[('202', [[0, 1, 2]], [[0, 2]])], [('111', [], [[0, 1, 2]])]]",True,False,0.0001911883565870298,,0.4166666666666667,cc,v0.1.2
91,B bronchiseptica and T retortaeformis coinfection,NE_TRetortaeformis,00110111000001010000010100000101,5,0.34375,6,0.0006701946258544922,,0.015655899047851564,,,2.109375,"[[('21022', [[0, 1], [2, 4]], [[0, 1, 3]]), ('22200', [[2, 4]], [[0, 1]])], [('22121', [], [[0, 1, 3], [2, 4]]), ('00212', [], [[0, 1], [2, 4]])]]",True,False,0.004028251709001671,,0.421875,cc,v0.1.2
92,B bronchiseptica and T retortaeformis coinfection,DCII_Bacterium,01,1,0.5,1,3.123283386230469e-05,,0.0008399009704589844,,,0.0,"[[('0', [], [])], [('1', [], [])]]",True,False,5.73431923986793e-05,,0.0,cc,v0.1.2
93,B bronchiseptica and T retortaeformis coinfection,DP,0001,2,0.25,2,5.8650970458984375e-05,,0.001435089111328125,,,1.25,"[[('02', [[0, 1]], [])], [('11', [], [[0, 1]])]]",True,False,0.0001757235440597693,,0.625,cc,v0.1.2
